type,notch,searge,mcp
func,cz/d()Ljava/util/List;,net/minecraft/command/RecipeCommand/func_192556_d()Ljava/util/List;,getRecipes
func,da/a()I,net/minecraft/command/CommandReload/func_82362_a()I,getRequiredPermissionLevel
func,da/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/CommandReload/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,da/b(Lbn;)Ljava/lang/String;,net/minecraft/command/CommandReload/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,da/c()Ljava/lang/String;,net/minecraft/command/CommandReload/func_71517_b()Ljava/lang/String;,getName
func,db/a()I,net/minecraft/command/CommandReplaceItem/func_82362_a()I,getRequiredPermissionLevel
func,db/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/CommandReplaceItem/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,db/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;Let;)Ljava/util/List;,net/minecraft/command/CommandReplaceItem/func_184883_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;Lnet/minecraft/util/math/BlockPos;)Ljava/util/List;,getTabCompletions
func,db/b(Lbn;)Ljava/lang/String;,net/minecraft/command/CommandReplaceItem/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,db/b([Ljava/lang/String;I)Z,net/minecraft/command/CommandReplaceItem/func_82358_a([Ljava/lang/String;I)Z,isUsernameIndex
func,db/c()Ljava/lang/String;,net/minecraft/command/CommandReplaceItem/func_71517_b()Ljava/lang/String;,getName
func,db/e(Ljava/lang/String;)I,net/minecraft/command/CommandReplaceItem/func_175783_e(Ljava/lang/String;)I,getSlotForShortcut
func,dc/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/server/CommandSaveAll/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,dc/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;Let;)Ljava/util/List;,net/minecraft/command/server/CommandSaveAll/func_184883_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;Lnet/minecraft/util/math/BlockPos;)Ljava/util/List;,getTabCompletions
func,dc/b(Lbn;)Ljava/lang/String;,net/minecraft/command/server/CommandSaveAll/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,dc/c()Ljava/lang/String;,net/minecraft/command/server/CommandSaveAll/func_71517_b()Ljava/lang/String;,getName
func,dd/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/server/CommandSaveOff/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,dd/b(Lbn;)Ljava/lang/String;,net/minecraft/command/server/CommandSaveOff/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,dd/c()Ljava/lang/String;,net/minecraft/command/server/CommandSaveOff/func_71517_b()Ljava/lang/String;,getName
func,de/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/server/CommandSaveOn/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,de/b(Lbn;)Ljava/lang/String;,net/minecraft/command/server/CommandSaveOn/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,de/c()Ljava/lang/String;,net/minecraft/command/server/CommandSaveOn/func_71517_b()Ljava/lang/String;,getName
func,df/a()I,net/minecraft/command/server/CommandBroadcast/func_82362_a()I,getRequiredPermissionLevel
func,df/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/server/CommandBroadcast/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,df/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;Let;)Ljava/util/List;,net/minecraft/command/server/CommandBroadcast/func_184883_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;Lnet/minecraft/util/math/BlockPos;)Ljava/util/List;,getTabCompletions
func,df/b(Lbn;)Ljava/lang/String;,net/minecraft/command/server/CommandBroadcast/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,df/c()Ljava/lang/String;,net/minecraft/command/server/CommandBroadcast/func_71517_b()Ljava/lang/String;,getName
func,dg/a()I,net/minecraft/command/server/CommandScoreboard/func_82362_a()I,getRequiredPermissionLevel
func,dg/a(Lbn;Ljava/lang/String;Lnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184905_a(Lnet/minecraft/command/ICommandSender;Ljava/lang/String;Lnet/minecraft/server/MinecraftServer;)V,removeObjective
func,dg/a(Lbn;Lnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184925_a(Lnet/minecraft/command/ICommandSender;Lnet/minecraft/server/MinecraftServer;)V,listObjectives
func,dg/a(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184908_a(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,addObjective
func,dg/a(Ljava/lang/String;Lnet/minecraft/server/MinecraftServer;)Lbhh;,net/minecraft/command/server/CommandScoreboard/func_184915_a(Ljava/lang/String;Lnet/minecraft/server/MinecraftServer;)Lnet/minecraft/scoreboard/ScorePlayerTeam;,convertToTeam
func,dg/a(Ljava/lang/String;ZLnet/minecraft/server/MinecraftServer;)Lbhg;,net/minecraft/command/server/CommandScoreboard/func_184903_a(Ljava/lang/String;ZLnet/minecraft/server/MinecraftServer;)Lnet/minecraft/scoreboard/ScoreObjective;,convertToObjective
func,dg/a(Lnet/minecraft/server/MinecraftServer;)Lbhk;,net/minecraft/command/server/CommandScoreboard/func_184913_a(Lnet/minecraft/server/MinecraftServer;)Lnet/minecraft/scoreboard/Scoreboard;,getScoreboard
func,dg/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/server/CommandScoreboard/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,dg/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;I)V,net/minecraft/command/server/CommandScoreboard/func_184924_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;I)V,applyPlayerTag
func,dg/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;Let;)Ljava/util/List;,net/minecraft/command/server/CommandScoreboard/func_184883_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;Lnet/minecraft/util/math/BlockPos;)Ljava/util/List;,getTabCompletions
func,dg/a(ZLnet/minecraft/server/MinecraftServer;)Ljava/util/List;,net/minecraft/command/server/CommandScoreboard/func_184926_a(ZLnet/minecraft/server/MinecraftServer;)Ljava/util/List;,getObjectiveNames
func,dg/b(Lbn;)Ljava/lang/String;,net/minecraft/command/server/CommandScoreboard/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,dg/b(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184910_b(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,addTeam
func,dg/b(Lnet/minecraft/server/MinecraftServer;)Ljava/util/List;,net/minecraft/command/server/CommandScoreboard/func_184904_b(Lnet/minecraft/server/MinecraftServer;)Ljava/util/List;,getTriggerNames
func,dg/b(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)Z,net/minecraft/command/server/CommandScoreboard/func_184909_b(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)Z,handleUserWildcards
func,dg/b([Ljava/lang/String;I)Z,net/minecraft/command/server/CommandScoreboard/func_82358_a([Ljava/lang/String;I)Z,isUsernameIndex
func,dg/c()Ljava/lang/String;,net/minecraft/command/server/CommandScoreboard/func_71517_b()Ljava/lang/String;,getName
func,dg/c(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184923_c(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,setTeamOption
func,dg/d(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184921_d(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,removeTeam
func,dg/e(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184922_e(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,listTeams
func,dg/f(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184916_f(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,joinTeam
func,dg/g(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184911_g(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,leaveTeam
func,dg/h(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184917_h(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,emptyTeam
func,dg/i(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184919_i(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,setDisplayObjective
func,dg/j(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184920_j(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,listPlayers
func,dg/k(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184918_k(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,addPlayerScore
func,dg/l(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184912_l(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,resetPlayerScore
func,dg/m(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184914_m(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,enablePlayerTrigger
func,dg/n(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184907_n(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,testPlayerScore
func,dg/o(Lbn;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,net/minecraft/command/server/CommandScoreboard/func_184906_o(Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;ILnet/minecraft/server/MinecraftServer;)V,applyPlayerOperation
func,dh/a()Lnet/minecraft/server/MinecraftServer;,net/minecraft/command/ServerCommandManager/func_184879_a()Lnet/minecraft/server/MinecraftServer;,getServer
func,dh/a(Lbn;Lbk;ILjava/lang/String;[Ljava/lang/Object;)V,net/minecraft/command/ServerCommandManager/func_152372_a(Lnet/minecraft/command/ICommandSender;Lnet/minecraft/command/ICommand;ILjava/lang/String;[Ljava/lang/Object;)V,notifyListener
func,di/a()I,net/minecraft/command/server/CommandSetBlock/func_82362_a()I,getRequiredPermissionLevel
func,di/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/server/CommandSetBlock/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,di/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;Let;)Ljava/util/List;,net/minecraft/command/server/CommandSetBlock/func_184883_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;Lnet/minecraft/util/math/BlockPos;)Ljava/util/List;,getTabCompletions
func,di/b(Lbn;)Ljava/lang/String;,net/minecraft/command/server/CommandSetBlock/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,di/c()Ljava/lang/String;,net/minecraft/command/server/CommandSetBlock/func_71517_b()Ljava/lang/String;,getName
func,dj/a()I,net/minecraft/command/CommandSetPlayerTimeout/func_82362_a()I,getRequiredPermissionLevel
func,dj/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/CommandSetPlayerTimeout/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,dj/b(Lbn;)Ljava/lang/String;,net/minecraft/command/CommandSetPlayerTimeout/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,dj/c()Ljava/lang/String;,net/minecraft/command/CommandSetPlayerTimeout/func_71517_b()Ljava/lang/String;,getName
func,dk/a()I,net/minecraft/command/CommandSetSpawnpoint/func_82362_a()I,getRequiredPermissionLevel
func,dk/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/CommandSetSpawnpoint/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,dk/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;Let;)Ljava/util/List;,net/minecraft/command/CommandSetSpawnpoint/func_184883_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;Lnet/minecraft/util/math/BlockPos;)Ljava/util/List;,getTabCompletions
func,dk/b(Lbn;)Ljava/lang/String;,net/minecraft/command/CommandSetSpawnpoint/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,dk/b([Ljava/lang/String;I)Z,net/minecraft/command/CommandSetSpawnpoint/func_82358_a([Ljava/lang/String;I)Z,isUsernameIndex
func,dk/c()Ljava/lang/String;,net/minecraft/command/CommandSetSpawnpoint/func_71517_b()Ljava/lang/String;,getName
func,dl/a()I,net/minecraft/command/server/CommandSetDefaultSpawnpoint/func_82362_a()I,getRequiredPermissionLevel
func,dl/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/server/CommandSetDefaultSpawnpoint/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,dl/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;Let;)Ljava/util/List;,net/minecraft/command/server/CommandSetDefaultSpawnpoint/func_184883_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;Lnet/minecraft/util/math/BlockPos;)Ljava/util/List;,getTabCompletions
func,dl/b(Lbn;)Ljava/lang/String;,net/minecraft/command/server/CommandSetDefaultSpawnpoint/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,dl/c()Ljava/lang/String;,net/minecraft/command/server/CommandSetDefaultSpawnpoint/func_71517_b()Ljava/lang/String;,getName
func,dm/a()I,net/minecraft/command/CommandShowSeed/func_82362_a()I,getRequiredPermissionLevel
func,dm/a(Lnet/minecraft/server/MinecraftServer;Lbn;)Z,net/minecraft/command/CommandShowSeed/func_184882_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;)Z,checkPermission
func,dm/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/CommandShowSeed/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,dm/b(Lbn;)Ljava/lang/String;,net/minecraft/command/CommandShowSeed/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,dm/c()Ljava/lang/String;,net/minecraft/command/CommandShowSeed/func_71517_b()Ljava/lang/String;,getName
func,dn$a/a()V,net/minecraft/command/CommandSpreadPlayers$Position/func_111095_a()V,normalize
func,dn$a/a(DDDD)Z,net/minecraft/command/CommandSpreadPlayers$Position/func_111093_a(DDDD)Z,clamp
func,dn$a/a(Lamu;)I,net/minecraft/command/CommandSpreadPlayers$Position/func_111092_a(Lnet/minecraft/world/World;)I,getSpawnY
func,dn$a/a(Ldn$a;)D,net/minecraft/command/CommandSpreadPlayers$Position/func_111099_a(Lnet/minecraft/command/CommandSpreadPlayers$Position;)D,dist
func,dn$a/a(Ljava/util/Random;DDDD)V,net/minecraft/command/CommandSpreadPlayers$Position/func_111097_a(Ljava/util/Random;DDDD)V,randomize
func,dn$a/b()F,net/minecraft/command/CommandSpreadPlayers$Position/func_111096_b()F,getLength
func,dn$a/b(Lamu;)Z,net/minecraft/command/CommandSpreadPlayers$Position/func_111098_b(Lnet/minecraft/world/World;)Z,isSafe
func,dn$a/b(Ldn$a;)V,net/minecraft/command/CommandSpreadPlayers$Position/func_111094_b(Lnet/minecraft/command/CommandSpreadPlayers$Position;)V,moveAway
func,dn/a()I,net/minecraft/command/CommandSpreadPlayers/func_82362_a()I,getRequiredPermissionLevel
func,dn/a(Lbn;Ljava/util/List;Ldn$a;DDLamu;Z)V,net/minecraft/command/CommandSpreadPlayers/func_110669_a(Lnet/minecraft/command/ICommandSender;Ljava/util/List;Lnet/minecraft/command/CommandSpreadPlayers$Position;DDLnet/minecraft/world/World;Z)V,spread
func,dn/a(Ldn$a;DLamu;Ljava/util/Random;DDDD[Ldn$a;Z)I,net/minecraft/command/CommandSpreadPlayers/func_110668_a(Lnet/minecraft/command/CommandSpreadPlayers$Position;DLnet/minecraft/world/World;Ljava/util/Random;DDDD[Lnet/minecraft/command/CommandSpreadPlayers$Position;Z)I,spreadPositions
func,dn/a(Ljava/util/List;Lamu;[Ldn$a;Z)D,net/minecraft/command/CommandSpreadPlayers/func_110671_a(Ljava/util/List;Lnet/minecraft/world/World;[Lnet/minecraft/command/CommandSpreadPlayers$Position;Z)D,setPlayerPositions
func,dn/a(Ljava/util/Random;IDDDD)[Ldn$a;,net/minecraft/command/CommandSpreadPlayers/func_110670_a(Ljava/util/Random;IDDDD)[Lnet/minecraft/command/CommandSpreadPlayers$Position;,createInitialPositions
func,dn/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;)V,net/minecraft/command/CommandSpreadPlayers/func_184881_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;)V,execute
func,dn/a(Lnet/minecraft/server/MinecraftServer;Lbn;[Ljava/lang/String;Let;)Ljava/util/List;,net/minecraft/command/CommandSpreadPlayers/func_184883_a(Lnet/minecraft/server/MinecraftServer;Lnet/minecraft/command/ICommandSender;[Ljava/lang/String;Lnet/minecraft/util/math/BlockPos;)Ljava/util/List;,getTabCompletions
func,dn/b(Lbn;)Ljava/lang/String;,net/minecraft/command/CommandSpreadPlayers/func_71518_a(Lnet/minecraft/command/ICommandSender;)Ljava/lang/String;,getUsage
func,dn/b(Ljava/util/List;)I,net/minecraft/command/CommandSpreadPlayers/func_110667_a(Ljava/util/List;)I,getNumberOfTeams
func,dn/c()Ljava/lang/String;,net/minecraft/command/CommandSpreadPlayers/func_71517_b()Ljava/lang/String;,getName
